index,Date (EST),Contents,Category,Post Title,Date_Ext,token_text,sentiment_py,same_pred
138,10/14/2017,"@gamespot #PlayStationNow its the worst service ever , you pay for something that dosent works .. Xbox back compatibility is by far better. @gamespot #PlayStationNow its the worst service ever , you pay for something that dosent works .. Xbox back compatibility is by far better.",negative,"@gamespot #PlayStationNow its the worst service ever , you pay for something that dosent works .. Xbox back compatibility is by far better.",10/14/2017,"['SCREEN_NAME', '', 'playstationnow', 'its', 'the', 'worst', 'service', 'ever', '', 'you', 'pay', 'for', 'something', 'that', 'dosent', 'works', '', 'xbox', 'back', 'compatibility', 'is', 'by', 'far', 'better', '', 'SCREEN_NAME', '', 'playstationnow', 'its', 'the', 'worst', 'service', 'ever', '', 'you', 'pay', 'for', 'something', 'that', 'dosent', 'works', '', 'xbox', 'back', 'compatibility', 'is', 'by', 'far', 'better', '']",negative,1.0
139,10/14/2017,@LewisHamilton @PlayStation Now I am going to have to buy a @PlayStation and the driving sim chair!!! 🙏🏼🎮 looks so 😎 @LewisHamilton @PlayStation Now I am going to have to buy a @PlayStation and the driving sim chair!!! 🙏🏼🎮 looks so 😎,positive,@LewisHamilton @PlayStation Now I am going to have to buy a @PlayStation and the driving sim chair!!! 🙏🏼🎮 looks so 😎,10/14/2017,"['SCREEN_NAME', 'SCREEN_NAME', 'now', 'i', 'am', 'going', 'to', 'have', 'to', 'buy', 'a', 'SCREEN_NAME', 'and', 'the', 'driving', 'sim', 'chair', '', '', '', '', 'looks', 'so', '', 'SCREEN_NAME', 'SCREEN_NAME', 'now', 'i', 'am', 'going', 'to', 'have', 'to', 'buy', 'a', 'SCREEN_NAME', 'and', 'the', 'driving', 'sim', 'chair', '', '', '', '', 'looks', 'so', '']",neutral,0.0
140,10/14/2017,IF PLAYSTATION NOW WORKS HOW I THINK IT DOES OH MY GOD IF PLAYSTATION NOW WORKS HOW I THINK IT DOES OH MY GOD,neutral,IF PLAYSTATION NOW WORKS HOW I THINK IT DOES OH MY GOD,10/14/2017,"['if', 'playstation', 'now', 'works', 'how', 'i', 'think', 'it', 'does', 'oh', 'my', 'god', 'if', 'playstation', 'now', 'works', 'how', 'i', 'think', 'it', 'does', 'oh', 'my', 'god']",neutral,1.0
141,10/14/2017,"It doesn't make sense for them as a business. HOWEVER, they did have such a ""for the players!"" message at the beginning of this generation, they're letting it slip with shit like this, Playstation Now, and Bethesda mods. nan",negative,,10/14/2017,"['it', 'does', 'nt', 'make', 'sense', 'for', 'them', 'as', 'a', 'business', '', 'however', '', 'they', 'did', 'have', 'such', 'a', '', 'for', 'the', 'players', '', '', 'message', 'at', 'the', 'beginning', 'of', 'this', 'generation', '', 'they', 're', 'letting', 'it', 'slip', 'with', 'shit', 'like', 'this', '', 'playstation', 'now', '', 'and', 'bethesda', 'mods', '', 'nan']",negative,1.0
142,10/13/2017,i wanna play more of fallout 3 but it does not work good on my pc... i think its on Playstation Now tho i wanna play more of fallout 3 but it does not work good on my pc... i think its on Playstation Now tho,negative,i wanna play more of fallout 3 but it does not work good on my pc... i think its on Playstation Now tho,10/13/2017,"['i', 'wanna', 'play', 'more', 'of', 'fallout', '3', 'but', 'it', 'does', 'not', 'work', 'good', 'on', 'my', 'pc', '', 'i', 'think', 'its', 'on', 'playstation', 'now', 'tho', 'i', 'wanna', 'play', 'more', 'of', 'fallout', '3', 'but', 'it', 'does', 'not', 'work', 'good', 'on', 'my', 'pc', '', 'i', 'think', 'its', 'on', 'playstation', 'now', 'tho']",positive,0.0
143,10/14/2017,"If you're interested in platformers at all, play Puppeteer. It's a great game with a unique presentation, and it really should have been remastered for PS4. ICO is a PS2 game remastered for PS3 and it's on PSNOW. Absolutely worth playing, one of the best games ever made. Ni No Kuni if you're into RPGs, but it's a pretty long game. Tokyo Jungle is a unique exclusive. I didn't get too into it, but it's pretty interesting to try. Resistance 3 is great. It would have been nice if all 3 Resistance games were on PSNOW, but you could probably play this one by itself if you wanted some FPS action. Sly Collection and Sly 4: Thieves in Time if you want a 3D platformer. nan",positive,,10/14/2017,"['if', 'you', 're', 'interested', 'in', 'platformers', 'at', 'all', '', 'play', 'puppeteer', '', 'it', 's', 'a', 'great', 'game', 'with', 'a', 'unique', 'presentation', '', 'and', 'it', 'really', 'should', 'have', 'been', 'remastered', 'for', 'ps4', '', 'ico', 'is', 'a', 'ps2', 'game', 'remastered', 'for', 'ps3', 'and', 'it', 's', 'on', 'psnow', '', 'absolutely', 'worth', 'playing', '', 'one', 'of', 'the', 'best', 'games', 'ever', 'made', '', 'ni', 'no', 'kuni', 'if', 'you', 're', 'into', 'rpgs', '', 'but', 'it', 's', 'a', 'pretty', 'long', 'game', '', 'tokyo', 'jungle', 'is', 'a', 'unique', 'exclusive', '', 'i', 'did', 'nt', 'get', 'too', 'into', 'it', '', 'but', 'it', 's', 'pretty', 'interesting', 'to', 'try', '', 'resistance', '3', 'is', 'great', '', 'it', 'would', 'have', 'been', 'nice', 'if', 'all', '3', 'resistance', 'games', 'were', 'on', 'psnow', '', 'but', 'you', 'could', 'probably', 'play', 'this', 'one', 'by', 'itself', 'if', 'you', 'wanted', 'some', 'fps', 'action', '', 'sly', 'collection', 'and', 'sly', '4', 'thieves', 'in', 'time', 'if', 'you', 'want', 'a', '3d', 'platformer', '', 'nan']",neutral,0.0
144,10/13/2017,"I plan on buying a ps4 next month and can't quite figure out how the backwards compatibility works, or what games I can play, for that matter. Do I need to use PSNow? Because my internet will not be good enough for that. Can I just buy and download just about any ps3 or ps2 game? Mostly interested in Catherine, Demon's Souls, Metal Gear Solid series, Shadow of the Colossus. But I get conflicting results based on what I google, so it's making it a bit harder to figure out. How does the backwards compatibility on PS4 work?",negative,How does the backwards compatibility on PS4 work?,10/13/2017,"['i', 'plan', 'on', 'buying', 'a', 'ps4', 'next', 'month', 'and', 'ca', 'nt', 'quite', 'figure', 'out', 'how', 'the', 'backwards', 'compatibility', 'works', '', 'or', 'what', 'games', 'i', 'can', 'play', '', 'for', 'that', 'matter', '', 'do', 'i', 'need', 'to', 'use', 'psnow', '', 'because', 'my', 'internet', 'will', 'not', 'be', 'good', 'enough', 'for', 'that', '', 'can', 'i', 'just', 'buy', 'and', 'download', 'just', 'about', 'any', 'ps3', 'or', 'ps2', 'game', '', 'mostly', 'interested', 'in', 'catherine', '', 'demon', 's', 'souls', '', 'metal', 'gear', 'solid', 'series', '', 'shadow', 'of', 'the', 'colossus', '', 'but', 'i', 'get', 'conflicting', 'results', 'based', 'on', 'what', 'i', 'google', '', 'so', 'it', 's', 'making', 'it', 'a', 'bit', 'harder', 'to', 'figure', 'out', '', 'how', 'does', 'the', 'backwards', 'compatibility', 'on', 'ps4', 'work', '']",neutral,0.0
145,10/13/2017,"PlayStation Now now has FO3 and FONV. Guess what I'm doing. PlayStation Now now has FO3 and FONV.

Guess what I'm doing.",neutral,"PlayStation Now now has FO3 and FONV.

Guess what I'm doing.",10/13/2017,"['playstation', 'now', 'now', 'has', 'fo3', 'and', 'fonv', '', 'guess', 'what', 'i', 'm', 'doing', '', 'playstation', 'now', 'now', 'has', 'fo3', 'and', 'fonv', '', 'guess', 'what', 'i', 'm', 'doing', '']",neutral,1.0
146,10/15/2017,"I'm a fairly patient person, I'm not a perfectionist, I don't mind the odd hiccups now and again, but I am fed up with needing to reboot my router so that I can get the service I am entitled to have. The v1.22t issue seems to be dragging on for far too long. Today I rebooted because I lost the Sky channels, unable to log onto router and playstation not connecting. Router and playstation now ok but still no Sky (but program guide and info button are still showing program information!!). Remote connection is enabled on the router and my profile is up to date. OK, I know that the OCEs are not available till Monday but can anyone offer a glimmer of hope? ====================::==================== No Problem 🙂 Karl Check & Report l Our latest Blog l Share your Ideas l Service Status l Help with your Service l Community Stars Click Me To Trial Our New Webmail. HG633 v1.22t How long do we have to wait for TT ...",negative,HG633 v1.22t How long do we have to wait for TT ...,10/15/2017,"['i', 'm', 'a', 'fairly', 'patient', 'person', '', 'i', 'm', 'not', 'a', 'perfectionist', '', 'i', 'do', 'nt', 'mind', 'the', 'odd', 'hiccups', 'now', 'and', 'again', '', 'but', 'i', 'am', 'fed', 'up', 'with', 'needing', 'to', 'reboot', 'my', 'router', 'so', 'that', 'i', 'can', 'get', 'the', 'service', 'i', 'am', 'entitled', 'to', 'have', '', 'the', 'v122', 't', 'issue', 'seems', 'to', 'be', 'dragging', 'on', 'for', 'far', 'too', 'long', '', 'today', 'i', 'rebooted', 'because', 'i', 'lost', 'the', 'sky', 'channels', '', 'unable', 'to', 'log', 'onto', 'router', 'and', 'playstation', 'not', 'connecting', '', 'router', 'and', 'playstation', 'now', 'ok', 'but', 'still', 'no', 'sky', '', 'but', 'program', 'guide', 'and', 'info', 'button', 'are', 'still', 'showing', 'program', 'information', '', '', '', '', 'remote', 'connection', 'is', 'enabled', 'on', 'the', 'router', 'and', 'my', 'profile', 'is', 'up', 'to', 'date', '', 'ok', '', 'i', 'know', 'that', 'the', 'oces', 'are', 'not', 'available', 'till', 'monday', 'but', 'can', 'anyone', 'offer', 'a', 'glimmer', 'of', 'hope', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'no', 'problem', '', 'karl', 'check', '', 'report', 'l', 'our', 'latest', 'blog', 'l', 'share', 'your', 'ideas', 'l', 'service', 'status', 'l', 'help', 'with', 'your', 'service', 'l', 'community', 'stars', 'click', 'me', 'to', 'trial', 'our', 'new', 'webmail', '', 'hg633', 'v122', 't', 'how', 'long', 'do', 'we', 'have', 'to', 'wait', 'for', 'tt', '']",neutral,0.0
147,10/17/2017,"I've only played the second one, and only recently. We got it as part of a free trial of Playstation Now. Its been fun, I absolutely love the world. (Weird Disneyland, um, heck yes!) But the actual game play definitely leaves something to be desired. I play as Oswald, and his abilities are not intuitive. Mickeys abilities seem easier to work with (my partner is always Mickey). But the overall challenges you are supposed to complete are also not very clear. We've only played a couple of levels, but we definitely stumble around a lot trying to figure out what the objective is. And we haven't worked towards any side quests because we can barely figure out the main quest. So, those reviews are probably spot on. But still, as we're not paying for it at the moment, its fun in some downtime. nan",positive,,10/17/2017,"['i', 've', 'only', 'played', 'the', 'second', 'one', '', 'and', 'only', 'recently', '', 'we', 'got', 'it', 'as', 'part', 'of', 'a', 'free', 'trial', 'of', 'playstation', 'now', '', 'its', 'been', 'fun', '', 'i', 'absolutely', 'love', 'the', 'world', '', '', 'weird', 'disneyland', '', 'um', '', 'heck', 'yes', '', '', 'but', 'the', 'actual', 'game', 'play', 'definitely', 'leaves', 'something', 'to', 'be', 'desired', '', 'i', 'play', 'as', 'oswald', '', 'and', 'his', 'abilities', 'are', 'not', 'intuitive', '', 'mickeys', 'abilities', 'seem', 'easier', 'to', 'work', 'with', '', 'my', 'partner', 'is', 'always', 'mickey', '', '', 'but', 'the', 'overall', 'challenges', 'you', 'are', 'supposed', 'to', 'complete', 'are', 'also', 'not', 'very', 'clear', '', 'we', 've', 'only', 'played', 'a', 'couple', 'of', 'levels', '', 'but', 'we', 'definitely', 'stumble', 'around', 'a', 'lot', 'trying', 'to', 'figure', 'out', 'what', 'the', 'objective', 'is', '', 'and', 'we', 'havent', 'worked', 'towards', 'any', 'side', 'quests', 'because', 'we', 'can', 'barely', 'figure', 'out', 'the', 'main', 'quest', '', 'so', '', 'those', 'reviews', 'are', 'probably', 'spot', 'on', '', 'but', 'still', '', 'as', 'we', 're', 'not', 'paying', 'for', 'it', 'at', 'the', 'moment', '', 'its', 'fun', 'in', 'some', 'downtime', '', 'nan']",neutral,0.0
148,10/14/2017,"Yeah RDR but you can do the psNow stuff with it but it's not worth it. No backwards compatibility besides streaming the ps3 game to your console. Some games got ported though, like destroy all humans nan",negative,,10/14/2017,"['yeah', 'rdr', 'but', 'you', 'can', 'do', 'the', 'psnow', 'stuff', 'with', 'it', 'but', 'it', 's', 'not', 'worth', 'it', '', 'no', 'backwards', 'compatibility', 'besides', 'streaming', 'the', 'ps3', 'game', 'to', 'your', 'console', '', 'some', 'games', 'got', 'ported', 'though', '', 'like', 'destroy', 'all', 'humans', 'nan']",negative,1.0
149,10/15/2017,Can you use PSNow with a Xbox One Controller? Can you use PSNow with a Xbox One Controller?,neutral,Can you use PSNow with a Xbox One Controller?,10/15/2017,"['can', 'you', 'use', 'psnow', 'with', 'a', 'xbox', 'one', 'controller', '', 'can', 'you', 'use', 'psnow', 'with', 'a', 'xbox', 'one', 'controller', '']",neutral,1.0
150,10/14/2017,anybody here have playstation now? how does it work exactly anybody here have playstation now? how does it work exactly,neutral,anybody here have playstation now? how does it work exactly,10/14/2017,"['anybody', 'here', 'have', 'playstation', 'now', '', 'how', 'does', 'it', 'work', 'exactly', 'anybody', 'here', 'have', 'playstation', 'now', '', 'how', 'does', 'it', 'work', 'exactly']",neutral,1.0
151,10/14/2017,"Hey, maybe Playstation Now would be helpful. I'm not too familiar with the service, so if anyone knows more, please chime in. It's a subscription streaming service (free 7 day trial) that includes Last of Us and Uncharted 1-3. Another option to enjoying those games is watching a ""movie"" of them on youtube. I personally recommend Andy Gilleand for the Uncharted series. nan",neutral,,10/14/2017,"['hey', '', 'maybe', 'playstation', 'now', 'would', 'be', 'helpful', '', 'i', 'm', 'not', 'too', 'familiar', 'with', 'the', 'service', '', 'so', 'if', 'anyone', 'knows', 'more', '', 'please', 'chime', 'in', '', 'it', 's', 'a', 'subscription', 'streaming', 'service', '', 'free', '7', 'day', 'trial', '', 'that', 'includes', 'last', 'of', 'us', 'and', 'uncharted', '1', '3', '', 'another', 'option', 'to', 'enjoying', 'those', 'games', 'is', 'watching', 'a', '', 'movie', '', 'of', 'them', 'on', 'youtube', '', 'i', 'personally', 'recommend', 'andy', 'gilleand', 'for', 'the', 'uncharted', 'series', '', 'nan']",neutral,1.0
152,10/15/2017,"I'm a fairly patient person, I'm not a perfectionist, I don't mind the odd hiccups now and again, but I am fed up with needing to reboot my router so that I can get the service I am entitled to have. The v1.22t issue seems to be dragging on for far too long. Today I rebooted because I lost the Sky channels, unable to log onto router and playstation not connecting. Router and playstation now ok but still no Sky (but program guide and info button are still showing program information!!). Remote connection is enabled on the router and my profile is up to date. OK, I know that the OCEs are not available till Monday but can anyone offer a glimmer of hope? ====================::==================== Hi Karl Thanks for the update. I'll report back in a week (hopefully no more problems before then). Cheers Charlieboy99. HG633 v1.22t How long do we have to wait for TT ...",negative,HG633 v1.22t How long do we have to wait for TT ...,10/15/2017,"['i', 'm', 'a', 'fairly', 'patient', 'person', '', 'i', 'm', 'not', 'a', 'perfectionist', '', 'i', 'do', 'nt', 'mind', 'the', 'odd', 'hiccups', 'now', 'and', 'again', '', 'but', 'i', 'am', 'fed', 'up', 'with', 'needing', 'to', 'reboot', 'my', 'router', 'so', 'that', 'i', 'can', 'get', 'the', 'service', 'i', 'am', 'entitled', 'to', 'have', '', 'the', 'v122', 't', 'issue', 'seems', 'to', 'be', 'dragging', 'on', 'for', 'far', 'too', 'long', '', 'today', 'i', 'rebooted', 'because', 'i', 'lost', 'the', 'sky', 'channels', '', 'unable', 'to', 'log', 'onto', 'router', 'and', 'playstation', 'not', 'connecting', '', 'router', 'and', 'playstation', 'now', 'ok', 'but', 'still', 'no', 'sky', '', 'but', 'program', 'guide', 'and', 'info', 'button', 'are', 'still', 'showing', 'program', 'information', '', '', '', '', 'remote', 'connection', 'is', 'enabled', 'on', 'the', 'router', 'and', 'my', 'profile', 'is', 'up', 'to', 'date', '', 'ok', '', 'i', 'know', 'that', 'the', 'oces', 'are', 'not', 'available', 'till', 'monday', 'but', 'can', 'anyone', 'offer', 'a', 'glimmer', 'of', 'hope', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'hi', 'karl', 'thanks', 'for', 'the', 'update', '', 'i', 'll', 'report', 'back', 'in', 'a', 'week', '', 'hopefully', 'no', 'more', 'problems', 'before', 'then', '', '', 'cheers', 'charlieboy99', '', 'hg633', 'v122', 't', 'how', 'long', 'do', 'we', 'have', 'to', 'wait', 'for', 'tt', '']",neutral,0.0
154,10/14/2017,Looks like Sony doesn't like exclusives any longer... Kaz! PlayStation Now will bring PS4 games to your PC https://www.engadget.com/2017/03/13/playstation-now-ps4-games-pc/ nan,neutral,,10/14/2017,"['looks', 'like', 'sony', 'does', 'nt', 'like', 'exclusives', 'any', 'longer', '', 'kaz', '', 'playstation', 'now', 'will', 'bring', 'ps4', 'games', 'to', 'your', 'pc', 'nan']",neutral,1.0
155,10/16/2017,@DanielLinton91 @TTFPRulez Oh and if I also beat it on PSNOW that's 3 times I'll count it. 🤘 @DanielLinton91 @TTFPRulez Oh and if I also beat it on PSNOW that's 3 times I'll count it. 🤘,neutral,@DanielLinton91 @TTFPRulez Oh and if I also beat it on PSNOW that's 3 times I'll count it. 🤘,10/16/2017,"['SCREEN_NAME', 'SCREEN_NAME', 'oh', 'and', 'if', 'i', 'also', 'beat', 'it', 'on', 'psnow', 'that', 's', '3', 'times', 'i', 'll', 'count', 'it', '', '', 'SCREEN_NAME', 'SCREEN_NAME', 'oh', 'and', 'if', 'i', 'also', 'beat', 'it', 'on', 'psnow', 'that', 's', '3', 'times', 'i', 'll', 'count', 'it', '', '']",neutral,1.0
156,10/13/2017,"Playstation Now has given me the opportunity to replay the first game I ever played on console! Dreamcast's Sonic Adventure! Hell. Yeah. Playstation Now has given me the opportunity to replay the first game I ever played on console! Dreamcast's Sonic Adventure!

Hell. 

Yeah.",positive,"Playstation Now has given me the opportunity to replay the first game I ever played on console! Dreamcast's Sonic Adventure!

Hell. 

Yeah.",10/13/2017,"['playstation', 'now', 'has', 'given', 'me', 'the', 'opportunity', 'to', 'replay', 'the', 'first', 'game', 'i', 'ever', 'played', 'on', 'console', '', 'dreamcast', 's', 'sonic', 'adventure', '', 'hell', '', 'yeah', '', 'playstation', 'now', 'has', 'given', 'me', 'the', 'opportunity', 'to', 'replay', 'the', 'first', 'game', 'i', 'ever', 'played', 'on', 'console', '', 'dreamcast', 's', 'sonic', 'adventure', '', 'hell', '', 'yeah', '']",negative,0.0
157,10/17/2017,"There's no ""top"" service yet, but there are services like PlayStation Now that charge you to rent games. nan",neutral,,10/17/2017,"['there', 's', 'no', '', 'top', '', 'service', 'yet', '', 'but', 'there', 'are', 'services', 'like', 'playstation', 'now', 'that', 'charge', 'you', 'to', 'rent', 'games', '', 'nan']",negative,0.0
158,10/13/2017,PlayStation Now up to date with PS4 activity support—and a hint at its upcoming arstech... https://t.co/1hIvfB3ou7 PlayStation Now up to date with PS4 activity support—and a hint at its upcoming arstech... https://t.co/1hIvfB3ou7,neutral,PlayStation Now up to date with PS4 activity support—and a hint at its upcoming arstech... https://t.co/1hIvfB3ou7,10/13/2017,"['playstation', 'now', 'up', 'to', 'date', 'with', 'ps4', 'activity', 'support', '', 'and', 'a', 'hint', 'at', 'its', 'upcoming', 'arstech', '', 'playstation', 'now', 'up', 'to', 'date', 'with', 'ps4', 'activity', 'support', '', 'and', 'a', 'hint', 'at', 'its', 'upcoming', 'arstech', '']",neutral,1.0
159,10/16/2017,"I'm a fairly patient person, I'm not a perfectionist, I don't mind the odd hiccups now and again, but I am fed up with needing to reboot my router so that I can get the service I am entitled to have. The v1.22t issue seems to be dragging on for far too long. Today I rebooted because I lost the Sky channels, unable to log onto router and playstation not connecting. Router and playstation now ok but still no Sky (but program guide and info button are still showing program information!!). Remote connection is enabled on the router and my profile is up to date. OK, I know that the OCEs are not available till Monday but can anyone offer a glimmer of hope? ====================::==================== This firmware update, is this available to all your customers? I'm curious how you were able to install the update for him? Politeness is priceless when received, cost nothing to own or give, yet some cannot afford. HG633 v1.22t How long do we have to wait for TT ...",negative,HG633 v1.22t How long do we have to wait for TT ...,10/16/2017,"['i', 'm', 'a', 'fairly', 'patient', 'person', '', 'i', 'm', 'not', 'a', 'perfectionist', '', 'i', 'do', 'nt', 'mind', 'the', 'odd', 'hiccups', 'now', 'and', 'again', '', 'but', 'i', 'am', 'fed', 'up', 'with', 'needing', 'to', 'reboot', 'my', 'router', 'so', 'that', 'i', 'can', 'get', 'the', 'service', 'i', 'am', 'entitled', 'to', 'have', '', 'the', 'v122', 't', 'issue', 'seems', 'to', 'be', 'dragging', 'on', 'for', 'far', 'too', 'long', '', 'today', 'i', 'rebooted', 'because', 'i', 'lost', 'the', 'sky', 'channels', '', 'unable', 'to', 'log', 'onto', 'router', 'and', 'playstation', 'not', 'connecting', '', 'router', 'and', 'playstation', 'now', 'ok', 'but', 'still', 'no', 'sky', '', 'but', 'program', 'guide', 'and', 'info', 'button', 'are', 'still', 'showing', 'program', 'information', '', '', '', '', 'remote', 'connection', 'is', 'enabled', 'on', 'the', 'router', 'and', 'my', 'profile', 'is', 'up', 'to', 'date', '', 'ok', '', 'i', 'know', 'that', 'the', 'oces', 'are', 'not', 'available', 'till', 'monday', 'but', 'can', 'anyone', 'offer', 'a', 'glimmer', 'of', 'hope', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'this', 'firmware', 'update', '', 'is', 'this', 'available', 'to', 'all', 'your', 'customers', '', 'i', 'm', 'curious', 'how', 'you', 'were', 'able', 'to', 'install', 'the', 'update', 'for', 'him', '', 'politeness', 'is', 'priceless', 'when', 'received', '', 'cost', 'nothing', 'to', 'own', 'or', 'give', '', 'yet', 'some', 'can', 'not', 'afford', '', 'hg633', 'v122', 't', 'how', 'long', 'do', 'we', 'have', 'to', 'wait', 'for', 'tt', '']",neutral,0.0
