index,Date (EST),Contents,Category,Post Title,Date_Ext,token_text,sentiment_py,same_pred
2813,2019/01/24,"@vgbremy Glad to assist. For refund info, please check the following link: https://t.co/MInrgZAJFy On the right hand side you will see the titles Related Articles, More Self Help and Contact Us. Below Contact Us select Chat @vgbremy Glad to assist. For refund info, please check the following link: https://t.co/MInrgZAJFy On the right hand side you will see the titles Related Articles, More Self Help and Contact Us. Below Contact Us select Chat",neutral,"@vgbremy Glad to assist. For refund info, please check the following link: https://t.co/MInrgZAJFy On the right hand side you will see the titles Related Articles, More Self Help and Contact Us. Below Contact Us select Chat",2019/01/24,"['SCREEN_NAME', 'glad', 'to', 'assist', '', 'for', 'refund', 'info', '', 'please', 'check', 'the', 'following', 'link', 'on', 'the', 'right', 'hand', 'side', 'you', 'will', 'see', 'the', 'titles', 'related', 'articles', '', 'more', 'self', 'help', 'and', 'contact', 'us', '', 'below', 'contact', 'us', 'select', 'chat', 'SCREEN_NAME', 'glad', 'to', 'assist', '', 'for', 'refund', 'info', '', 'please', 'check', 'the', 'following', 'link', 'on', 'the', 'right', 'hand', 'side', 'you', 'will', 'see', 'the', 'titles', 'related', 'articles', '', 'more', 'self', 'help', 'and', 'contact', 'us', '', 'below', 'contact', 'us', 'select', 'chat']",neutral,1.0
2814,2019/01/26,@KatieeCarrxx Hi again! Could you let us know what kind of subscription you have and what happens exactly when you try to cancel it? Please do not share any private account detail! ^GA @KatieeCarrxx Hi again! Could you let us know what kind of subscription you have and what happens exactly when you try to cancel it? Please do not share any private account detail! ^GA,neutral,@KatieeCarrxx Hi again! Could you let us know what kind of subscription you have and what happens exactly when you try to cancel it? Please do not share any private account detail! ^GA,2019/01/26,"['SCREEN_NAME', 'hi', 'again', '', 'could', 'you', 'let', 'us', 'know', 'what', 'kind', 'of', 'subscription', 'you', 'have', 'and', 'what', 'happens', 'exactly', 'when', 'you', 'try', 'to', 'cancel', 'it', '', 'please', 'do', 'not', 'share', 'any', 'private', 'account', 'detail', '', 'ga', 'SCREEN_NAME', 'hi', 'again', '', 'could', 'you', 'let', 'us', 'know', 'what', 'kind', 'of', 'subscription', 'you', 'have', 'and', 'what', 'happens', 'exactly', 'when', 'you', 'try', 'to', 'cancel', 'it', '', 'please', 'do', 'not', 'share', 'any', 'private', 'account', 'detail', '', 'ga']",neutral,1.0
2815,2019/01/23,I've checked the price of PSNow and holy shit lmao I've checked the price of PSNow and holy shit lmao,positive,I've checked the price of PSNow and holy shit lmao,2019/01/23,"['i', 've', 'checked', 'the', 'price', 'of', 'psnow', 'and', 'holy', 'shit', 'lmao', 'i', 've', 'checked', 'the', 'price', 'of', 'psnow', 'and', 'holy', 'shit', 'lmao']",neutral,0.0
2816,2019/01/26,@Swifty30Flash Sorry to hear that. In this case we kindly ask you to follow us via Twitter so we can send you more information through your Direct Message. Let us know once you do. @Swifty30Flash Sorry to hear that. In this case we kindly ask you to follow us via Twitter so we can send you more information through your Direct Message. Let us know once you do.,neutral,@Swifty30Flash Sorry to hear that. In this case we kindly ask you to follow us via Twitter so we can send you more information through your Direct Message. Let us know once you do.,2019/01/26,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'in', 'this', 'case', 'we', 'kindly', 'ask', 'you', 'to', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'more', 'information', 'through', 'your', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'do', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'in', 'this', 'case', 'we', 'kindly', 'ask', 'you', 'to', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'more', 'information', 'through', 'your', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'do', '']",neutral,1.0
2817,2019/01/25,@sadik_mourad We have sent you a direct message via Twitter with further instructions for this problem. @sadik_mourad We have sent you a direct message via Twitter with further instructions for this problem.,negative,@sadik_mourad We have sent you a direct message via Twitter with further instructions for this problem.,2019/01/25,"['SCREEN_NAME', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', 'for', 'this', 'problem', '', 'SCREEN_NAME', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', 'for', 'this', 'problem', '']",neutral,0.0
2818,2019/01/23,Sony is rolling out PlayStation Now to new European territories https://t.co/hLnf2Ta09U Sony is rolling out PlayStation Now to new European territories https://t.co/hLnf2Ta09U,neutral,Sony is rolling out PlayStation Now to new European territories https://t.co/hLnf2Ta09U,2019/01/23,"['sony', 'is', 'rolling', 'out', 'playstation', 'now', 'to', 'new', 'european', 'territories', 'sony', 'is', 'rolling', 'out', 'playstation', 'now', 'to', 'new', 'european', 'territories']",neutral,1.0
2819,2019/01/23,@d_monty11 Hello! I'm afraid we have no information on whether this will ever become available. ^DB @d_monty11 Hello! I'm afraid we have no information on whether this will ever become available. ^DB,neutral,@d_monty11 Hello! I'm afraid we have no information on whether this will ever become available. ^DB,2019/01/23,"['SCREEN_NAME', 'hello', '', 'i', 'm', 'afraid', 'we', 'have', 'no', 'information', 'on', 'whether', 'this', 'will', 'ever', 'become', 'available', '', 'db', 'SCREEN_NAME', 'hello', '', 'i', 'm', 'afraid', 'we', 'have', 'no', 'information', 'on', 'whether', 'this', 'will', 'ever', 'become', 'available', '', 'db']",negative,0.0
2820,2019/01/21,"@RedFishPrincess Sorry to hear that. For info about refund requests, click here: https://t.co/MInrgZSl48 look for the reason of the refund and follow the steps. If the last option is to contact our support choose chat or phone support since they are the ones that handle refund requests. @RedFishPrincess Sorry to hear that. For info about refund requests, click here: https://t.co/MInrgZSl48 look for the reason of the refund and follow the steps. If the last option is to contact our support choose chat or phone support since they are the ones that handle refund requests.",neutral,"@RedFishPrincess Sorry to hear that. For info about refund requests, click here: https://t.co/MInrgZSl48 look for the reason of the refund and follow the steps. If the last option is to contact our support choose chat or phone support since they are the ones that handle refund requests.",2019/01/21,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'for', 'info', 'about', 'refund', 'requests', '', 'click', 'here', 'look', 'for', 'the', 'reason', 'of', 'the', 'refund', 'and', 'follow', 'the', 'steps', '', 'if', 'the', 'last', 'option', 'is', 'to', 'contact', 'our', 'support', 'choose', 'chat', 'or', 'phone', 'support', 'since', 'they', 'are', 'the', 'ones', 'that', 'handle', 'refund', 'requests', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'for', 'info', 'about', 'refund', 'requests', '', 'click', 'here', 'look', 'for', 'the', 'reason', 'of', 'the', 'refund', 'and', 'follow', 'the', 'steps', '', 'if', 'the', 'last', 'option', 'is', 'to', 'contact', 'our', 'support', 'choose', 'chat', 'or', 'phone', 'support', 'since', 'they', 'are', 'the', 'ones', 'that', 'handle', 'refund', 'requests', '']",negative,0.0
2821,2019/01/24,"@edlago Sure we can help. For refund info, please check the following link: https://t.co/MInrgZSl48 @edlago Sure we can help. For refund info, please check the following link: https://t.co/MInrgZSl48",neutral,"@edlago Sure we can help. For refund info, please check the following link: https://t.co/MInrgZSl48",2019/01/24,"['SCREEN_NAME', 'sure', 'we', 'can', 'help', '', 'for', 'refund', 'info', '', 'please', 'check', 'the', 'following', 'link', 'SCREEN_NAME', 'sure', 'we', 'can', 'help', '', 'for', 'refund', 'info', '', 'please', 'check', 'the', 'following', 'link']",neutral,1.0
2822,2019/01/23,"@IoMtweets You should be able to redeem this in your account, and this would not expire. Your subscription will be until 2020, once you use that code in your account. ^MM @IoMtweets You should be able to redeem this in your account, and this would not expire. Your subscription will be until 2020, once you use that code in your account. ^MM",neutral,"@IoMtweets You should be able to redeem this in your account, and this would not expire. Your subscription will be until 2020, once you use that code in your account. ^MM",2019/01/23,"['SCREEN_NAME', 'you', 'should', 'be', 'able', 'to', 'redeem', 'this', 'in', 'your', 'account', '', 'and', 'this', 'would', 'not', 'expire', '', 'your', 'subscription', 'will', 'be', 'until', '2020', '', 'once', 'you', 'use', 'that', 'code', 'in', 'your', 'account', '', 'mm', 'SCREEN_NAME', 'you', 'should', 'be', 'able', 'to', 'redeem', 'this', 'in', 'your', 'account', '', 'and', 'this', 'would', 'not', 'expire', '', 'your', 'subscription', 'will', 'be', 'until', '2020', '', 'once', 'you', 'use', 'that', 'code', 'in', 'your', 'account', '', 'mm']",positive,0.0
2823,2019/01/26,"@vosageroll Hi there, sorry to hear that! These two errors indicate two different issues, which you can troubleshoot through these guides: https://t.co/5q0GMreOz0 and https://t.co/8LQ2ncrGY4. Let us know how you get on! ^GA @vosageroll Hi there, sorry to hear that! These two errors indicate two different issues, which you can troubleshoot through these guides: https://t.co/5q0GMreOz0 and https://t.co/8LQ2ncrGY4. Let us know how you get on! ^GA",neutral,"@vosageroll Hi there, sorry to hear that! These two errors indicate two different issues, which you can troubleshoot through these guides: https://t.co/5q0GMreOz0 and https://t.co/8LQ2ncrGY4. Let us know how you get on! ^GA",2019/01/26,"['SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'that', '', 'these', 'two', 'errors', 'indicate', 'two', 'different', 'issues', '', 'which', 'you', 'can', 'troubleshoot', 'through', 'these', 'guides', 'and', '', 'let', 'us', 'know', 'how', 'you', 'get', 'on', '', 'ga', 'SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'that', '', 'these', 'two', 'errors', 'indicate', 'two', 'different', 'issues', '', 'which', 'you', 'can', 'troubleshoot', 'through', 'these', 'guides', 'and', '', 'let', 'us', 'know', 'how', 'you', 'get', 'on', '', 'ga']",negative,0.0
2824,2019/01/22,@NathanielPopoca Glad to hear it! @NathanielPopoca Glad to hear it!,positive,@NathanielPopoca Glad to hear it!,2019/01/22,"['SCREEN_NAME', 'glad', 'to', 'hear', 'it', '', 'SCREEN_NAME', 'glad', 'to', 'hear', 'it', '']",positive,1.0
2825,2019/01/22,"@Ste_nichol96 Hello! What assistance do you need? We may be able to help here, though depending on the issue, you'll still have to call us. ^DB @Ste_nichol96 Hello! What assistance do you need? We may be able to help here, though depending on the issue, you'll still have to call us. ^DB",negative,"@Ste_nichol96 Hello! What assistance do you need? We may be able to help here, though depending on the issue, you'll still have to call us. ^DB",2019/01/22,"['SCREEN_NAME', 'hello', '', 'what', 'assistance', 'do', 'you', 'need', '', 'we', 'may', 'be', 'able', 'to', 'help', 'here', '', 'though', 'depending', 'on', 'the', 'issue', '', 'you', 'll', 'still', 'have', 'to', 'call', 'us', '', 'db', 'SCREEN_NAME', 'hello', '', 'what', 'assistance', 'do', 'you', 'need', '', 'we', 'may', 'be', 'able', 'to', 'help', 'here', '', 'though', 'depending', 'on', 'the', 'issue', '', 'you', 'll', 'still', 'have', 'to', 'call', 'us', '', 'db']",positive,0.0
2826,2019/01/22,@J0EYq Hi! Sorry we do not deal with bans or suspension here. Please contact our team at https://t.co/v33QQ6cYMf for help with this. ^DK @J0EYq Hi! Sorry we do not deal with bans or suspension here. Please contact our team at https://t.co/v33QQ6cYMf for help with this. ^DK,negative,@J0EYq Hi! Sorry we do not deal with bans or suspension here. Please contact our team at https://t.co/v33QQ6cYMf for help with this. ^DK,2019/01/22,"['SCREEN_NAME', 'hi', '', 'sorry', 'we', 'do', 'not', 'deal', 'with', 'bans', 'or', 'suspension', 'here', '', 'please', 'contact', 'our', 'team', 'at', 'for', 'help', 'with', 'this', '', 'dk', 'SCREEN_NAME', 'hi', '', 'sorry', 'we', 'do', 'not', 'deal', 'with', 'bans', 'or', 'suspension', 'here', '', 'please', 'contact', 'our', 'team', 'at', 'for', 'help', 'with', 'this', '', 'dk']",negative,1.0
2827,2019/01/26,"@Kipras555555555 Okay, please access Safe Mode and use Options 4 and then 5. You can find the instructions here: https://t.co/tQyTWPhJif. Saves will not be affected. ^MM @Kipras555555555 Okay, please access Safe Mode and use Options 4 and then 5. You can find the instructions here: https://t.co/tQyTWPhJif. Saves will not be affected. ^MM",neutral,"@Kipras555555555 Okay, please access Safe Mode and use Options 4 and then 5. You can find the instructions here: https://t.co/tQyTWPhJif. Saves will not be affected. ^MM",2019/01/26,"['SCREEN_NAME', 'okay', '', 'please', 'access', 'safe', 'mode', 'and', 'use', 'options', '4', 'and', 'then', '5', '', 'you', 'can', 'find', 'the', 'instructions', 'here', '', 'saves', 'will', 'not', 'be', 'affected', '', 'mm', 'SCREEN_NAME', 'okay', '', 'please', 'access', 'safe', 'mode', 'and', 'use', 'options', '4', 'and', 'then', '5', '', 'you', 'can', 'find', 'the', 'instructions', 'here', '', 'saves', 'will', 'not', 'be', 'affected', '', 'mm']",positive,0.0
2828,2019/01/21,"@JoseRaulc14 Sorry to hear that. Restore Licenses to refresh your privileges and try again: https://t.co/WATnmgS37Z To make sure, is your full game a disc or a digital version? @JoseRaulc14 Sorry to hear that. Restore Licenses to refresh your privileges and try again: https://t.co/WATnmgS37Z To make sure, is your full game a disc or a digital version?",neutral,"@JoseRaulc14 Sorry to hear that. Restore Licenses to refresh your privileges and try again: https://t.co/WATnmgS37Z To make sure, is your full game a disc or a digital version?",2019/01/21,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'restore', 'licenses', 'to', 'refresh', 'your', 'privileges', 'and', 'try', 'again', 'to', 'make', 'sure', '', 'is', 'your', 'full', 'game', 'a', 'disc', 'or', 'a', 'digital', 'version', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'restore', 'licenses', 'to', 'refresh', 'your', 'privileges', 'and', 'try', 'again', 'to', 'make', 'sure', '', 'is', 'your', 'full', 'game', 'a', 'disc', 'or', 'a', 'digital', 'version', '']",negative,0.0
2829,2019/01/26,"@vince_spiteri1 Hi there! Unfortunately, a pc cannot be used to do this. You will need to transfer content to the new drive using your console. For more info: https://t.co/FukugLIUyA. ^GA @vince_spiteri1 Hi there! Unfortunately, a pc cannot be used to do this. You will need to transfer content to the new drive using your console. For more info: https://t.co/FukugLIUyA. ^GA",neutral,"@vince_spiteri1 Hi there! Unfortunately, a pc cannot be used to do this. You will need to transfer content to the new drive using your console. For more info: https://t.co/FukugLIUyA. ^GA",2019/01/26,"['SCREEN_NAME', 'hi', 'there', '', 'unfortunately', '', 'a', 'pc', 'can', 'not', 'be', 'used', 'to', 'do', 'this', '', 'you', 'will', 'need', 'to', 'transfer', 'content', 'to', 'the', 'new', 'drive', 'using', 'your', 'console', '', 'for', 'more', 'info', 'ga', 'SCREEN_NAME', 'hi', 'there', '', 'unfortunately', '', 'a', 'pc', 'can', 'not', 'be', 'used', 'to', 'do', 'this', '', 'you', 'will', 'need', 'to', 'transfer', 'content', 'to', 'the', 'new', 'drive', 'using', 'your', 'console', '', 'for', 'more', 'info', 'ga']",neutral,1.0
2830,2019/01/24,@platiumgamer Are you using a PSN card to purchased the game? @platiumgamer Are you using a PSN card to purchased the game?,neutral,@platiumgamer Are you using a PSN card to purchased the game?,2019/01/24,"['SCREEN_NAME', 'are', 'you', 'using', 'a', 'psn', 'card', 'to', 'purchased', 'the', 'game', '', 'SCREEN_NAME', 'are', 'you', 'using', 'a', 'psn', 'card', 'to', 'purchased', 'the', 'game', '']",negative,0.0
2831,2019/01/24,"TechBite: ""PlayStation Now game streaming expands throughout Europe "" https://t.co/ZcZW1M57dp #ITishNews TechBite: ""PlayStation Now game streaming expands throughout Europe "" https://t.co/ZcZW1M57dp #ITishNews",neutral,"TechBite: ""PlayStation Now game streaming expands throughout Europe "" https://t.co/ZcZW1M57dp #ITishNews",2019/01/24,"['techbite', '', 'playstation', 'now', 'game', 'streaming', 'expands', 'throughout', 'europe', '', '', 'itishnews', 'techbite', '', 'playstation', 'now', 'game', 'streaming', 'expands', 'throughout', 'europe', '', '', 'itishnews']",negative,0.0
2832,2019/01/23,"@RreckS_ So sorry you're seeing issues with your system. We suggest to perform a firmware re-installation. First of all perform a back up of your save data: https://t.co/TN5Botyji3. Then, follow the ""Perform a New Installation of the System Software"" https://t.co/BZgiYlJw03 steps. @RreckS_ So sorry you're seeing issues with your system. We suggest to perform a firmware re-installation. First of all perform a back up of your save data: https://t.co/TN5Botyji3. Then, follow the ""Perform a New Installation of the System Software"" https://t.co/BZgiYlJw03 steps.",neutral,"@RreckS_ So sorry you're seeing issues with your system. We suggest to perform a firmware re-installation. First of all perform a back up of your save data: https://t.co/TN5Botyji3. Then, follow the ""Perform a New Installation of the System Software"" https://t.co/BZgiYlJw03 steps.",2019/01/23,"['SCREEN_NAME', '', 'so', 'sorry', 'you', 're', 'seeing', 'issues', 'with', 'your', 'system', '', 'we', 'suggest', 'to', 'perform', 'a', 'firmware', 're', 'installation', '', 'first', 'of', 'all', 'perform', 'a', 'back', 'up', 'of', 'your', 'save', 'data', '', 'then', '', 'follow', 'the', '', 'perform', 'a', 'new', 'installation', 'of', 'the', 'system', 'software', '', 'steps', '', 'SCREEN_NAME', '', 'so', 'sorry', 'you', 're', 'seeing', 'issues', 'with', 'your', 'system', '', 'we', 'suggest', 'to', 'perform', 'a', 'firmware', 're', 'installation', '', 'first', 'of', 'all', 'perform', 'a', 'back', 'up', 'of', 'your', 'save', 'data', '', 'then', '', 'follow', 'the', '', 'perform', 'a', 'new', 'installation', 'of', 'the', 'system', 'software', '', 'steps', '']",negative,0.0
2833,2019/01/24,"@monganboy2 So you can't access any of the following characters?: 'Iron' Mike Tyson, 'Legacy' Mike Tyson, Bas Rutten, Kazushi Sakuraba and Bruce Lee. These are the 5 included in the bundle you are referring to. Have you also checked [Library] > [Purchased] on your console? ^DB @monganboy2 So you can't access any of the following characters?: 'Iron' Mike Tyson, 'Legacy' Mike Tyson, Bas Rutten, Kazushi Sakuraba and Bruce Lee. These are the 5 included in the bundle you are referring to. Have you also checked [Library] > [Purchased] on your console? ^DB",neutral,"@monganboy2 So you can't access any of the following characters?: 'Iron' Mike Tyson, 'Legacy' Mike Tyson, Bas Rutten, Kazushi Sakuraba and Bruce Lee. These are the 5 included in the bundle you are referring to. Have you also checked [Library] > [Purchased] on your console? ^DB",2019/01/24,"['SCREEN_NAME', 'so', 'you', 'ca', 'nt', 'access', 'any', 'of', 'the', 'following', 'characters', '', '', 'iron', '', 'mike', 'tyson', '', '', 'legacy', '', 'mike', 'tyson', '', 'bas', 'rutten', '', 'kazushi', 'sakuraba', 'and', 'bruce', 'lee', '', 'these', 'are', 'the', '5', 'included', 'in', 'the', 'bundle', 'you', 'are', 'referring', 'to', '', 'have', 'you', 'also', 'checked', '', 'library', '', '', '', 'purchased', '', 'on', 'your', 'console', '', 'db', 'SCREEN_NAME', 'so', 'you', 'ca', 'nt', 'access', 'any', 'of', 'the', 'following', 'characters', '', '', 'iron', '', 'mike', 'tyson', '', '', 'legacy', '', 'mike', 'tyson', '', 'bas', 'rutten', '', 'kazushi', 'sakuraba', 'and', 'bruce', 'lee', '', 'these', 'are', 'the', '5', 'included', 'in', 'the', 'bundle', 'you', 'are', 'referring', 'to', '', 'have', 'you', 'also', 'checked', '', 'library', '', '', '', 'purchased', '', 'on', 'your', 'console', '', 'db']",neutral,1.0
2834,2019/01/22,@unksense In order for me to help you please make sure you're following us so I can send you a DM. Thanks ^DK @unksense In order for me to help you please make sure you're following us so I can send you a DM. Thanks ^DK,positive,@unksense In order for me to help you please make sure you're following us so I can send you a DM. Thanks ^DK,2019/01/22,"['SCREEN_NAME', 'in', 'order', 'for', 'me', 'to', 'help', 'you', 'please', 'make', 'sure', 'you', 're', 'following', 'us', 'so', 'i', 'can', 'send', 'you', 'a', 'dm', '', 'thanks', 'dk', 'SCREEN_NAME', 'in', 'order', 'for', 'me', 'to', 'help', 'you', 'please', 'make', 'sure', 'you', 're', 'following', 'us', 'so', 'i', 'can', 'send', 'you', 'a', 'dm', '', 'thanks', 'dk']",neutral,0.0
2835,2019/01/26,@stump013 Please keep in mind that we cannot assist you with any issue related to your PSN account via Twitter due to security measures. We have sent you a direct message via Twitter with further instructions for this problem. @stump013 Please keep in mind that we cannot assist you with any issue related to your PSN account via Twitter due to security measures. We have sent you a direct message via Twitter with further instructions for this problem.,negative,@stump013 Please keep in mind that we cannot assist you with any issue related to your PSN account via Twitter due to security measures. We have sent you a direct message via Twitter with further instructions for this problem.,2019/01/26,"['SCREEN_NAME', 'please', 'keep', 'in', 'mind', 'that', 'we', 'can', 'not', 'assist', 'you', 'with', 'any', 'issue', 'related', 'to', 'your', 'psn', 'account', 'via', 'twitter', 'due', 'to', 'security', 'measures', '', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', 'for', 'this', 'problem', '', 'SCREEN_NAME', 'please', 'keep', 'in', 'mind', 'that', 'we', 'can', 'not', 'assist', 'you', 'with', 'any', 'issue', 'related', 'to', 'your', 'psn', 'account', 'via', 'twitter', 'due', 'to', 'security', 'measures', '', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', 'for', 'this', 'problem', '']",negative,1.0
2836,2019/01/25,"@samanthagodley1 Ok, if age restrictions on the console by the Family Manager are definitely set up to allow him to play, it's best to check with Epic Games whether this block is not originating from their own servers. ^NL @samanthagodley1 Ok, if age restrictions on the console by the Family Manager are definitely set up to allow him to play, it's best to check with Epic Games whether this block is not originating from their own servers. ^NL",neutral,"@samanthagodley1 Ok, if age restrictions on the console by the Family Manager are definitely set up to allow him to play, it's best to check with Epic Games whether this block is not originating from their own servers. ^NL",2019/01/25,"['SCREEN_NAME', 'ok', '', 'if', 'age', 'restrictions', 'on', 'the', 'console', 'by', 'the', 'family', 'manager', 'are', 'definitely', 'set', 'up', 'to', 'allow', 'him', 'to', 'play', '', 'it', 's', 'best', 'to', 'check', 'with', 'epic', 'games', 'whether', 'this', 'block', 'is', 'not', 'originating', 'from', 'their', 'own', 'servers', '', 'nl', 'SCREEN_NAME', 'ok', '', 'if', 'age', 'restrictions', 'on', 'the', 'console', 'by', 'the', 'family', 'manager', 'are', 'definitely', 'set', 'up', 'to', 'allow', 'him', 'to', 'play', '', 'it', 's', 'best', 'to', 'check', 'with', 'epic', 'games', 'whether', 'this', 'block', 'is', 'not', 'originating', 'from', 'their', 'own', 'servers', '', 'nl']",positive,0.0
2837,2019/01/25,"These fearful Share of the Week entries sent a shiver down our spines. Shout out to @Apple92170350, @DotPone, @GamingAnnas, @TantFuriosa, @YouSpoonyBardd and fans.thelastofus on IG for their shares: https://t.co/RHNngXpsYd #PS4share #PSBlog https://t.co/i2M0LpGNjU These fearful Share of the Week entries sent a shiver down our spines. Shout out to @Apple92170350, @DotPone, @GamingAnnas, @TantFuriosa, @YouSpoonyBardd and fans.thelastofus on IG for their shares: https://t.co/RHNngXpsYd #PS4share #PSBlog https://t.co/i2M0LpGNjU",neutral,"These fearful Share of the Week entries sent a shiver down our spines. Shout out to @Apple92170350, @DotPone, @GamingAnnas, @TantFuriosa, @YouSpoonyBardd and fans.thelastofus on IG for their shares: https://t.co/RHNngXpsYd #PS4share #PSBlog https://t.co/i2M0LpGNjU",2019/01/25,"['these', 'fearful', 'share', 'of', 'the', 'week', 'entries', 'sent', 'a', 'shiver', 'down', 'our', 'spines', '', 'shout', 'out', 'to', 'SCREEN_NAME', '', 'SCREEN_NAME', '', 'SCREEN_NAME', '', 'SCREEN_NAME', '', 'SCREEN_NAME', 'and', 'fansthelastofus', 'on', 'ig', 'for', 'their', 'shares', '', 'ps4share', '', 'psblog', 'these', 'fearful', 'share', 'of', 'the', 'week', 'entries', 'sent', 'a', 'shiver', 'down', 'our', 'spines', '', 'shout', 'out', 'to', 'SCREEN_NAME', '', 'SCREEN_NAME', '', 'SCREEN_NAME', '', 'SCREEN_NAME', '', 'SCREEN_NAME', 'and', 'fansthelastofus', 'on', 'ig', 'for', 'their', 'shares', '', 'ps4share', '', 'psblog']",negative,0.0
2838,2019/01/25,@MandaFnPanda thank you for contact us. You will receive an email with more details and time of the suspension. Also you can check this link: https://t.co/2CpHxuUKRB for more information about banned accounts. @MandaFnPanda thank you for contact us. You will receive an email with more details and time of the suspension. Also you can check this link: https://t.co/2CpHxuUKRB for more information about banned accounts.,neutral,@MandaFnPanda thank you for contact us. You will receive an email with more details and time of the suspension. Also you can check this link: https://t.co/2CpHxuUKRB for more information about banned accounts.,2019/01/25,"['SCREEN_NAME', 'thank', 'you', 'for', 'contact', 'us', '', 'you', 'will', 'receive', 'an', 'email', 'with', 'more', 'details', 'and', 'time', 'of', 'the', 'suspension', '', 'also', 'you', 'can', 'check', 'this', 'link', 'for', 'more', 'information', 'about', 'banned', 'accounts', '', 'SCREEN_NAME', 'thank', 'you', 'for', 'contact', 'us', '', 'you', 'will', 'receive', 'an', 'email', 'with', 'more', 'details', 'and', 'time', 'of', 'the', 'suspension', '', 'also', 'you', 'can', 'check', 'this', 'link', 'for', 'more', 'information', 'about', 'banned', 'accounts', '']",positive,0.0
2839,2019/01/25,@acidninjacake Hi! Have you tried resetting your password from this link - https://t.co/ataeNWf73y. ^DK @acidninjacake Hi! Have you tried resetting your password from this link - https://t.co/ataeNWf73y. ^DK,neutral,@acidninjacake Hi! Have you tried resetting your password from this link - https://t.co/ataeNWf73y. ^DK,2019/01/25,"['SCREEN_NAME', 'hi', '', 'have', 'you', 'tried', 'resetting', 'your', 'password', 'from', 'this', 'link', '', 'dk', 'SCREEN_NAME', 'hi', '', 'have', 'you', 'tried', 'resetting', 'your', 'password', 'from', 'this', 'link', '', 'dk']",neutral,1.0
2840,2019/01/25,"@live_ki_ We are here to help! Please go to the following article about changing the password: https://t.co/V5bCXrkqA1 In the question showed, select ""No"" and follow the steps available. @live_ki_ We are here to help! Please go to the following article about changing the password: https://t.co/V5bCXrkqA1
In the question showed, select ""No"" and follow the steps available.",neutral,"@live_ki_ We are here to help! Please go to the following article about changing the password: https://t.co/V5bCXrkqA1
In the question showed, select ""No"" and follow the steps available.",2019/01/25,"['SCREEN_NAME', '', 'we', 'are', 'here', 'to', 'help', '', 'please', 'go', 'to', 'the', 'following', 'article', 'about', 'changing', 'the', 'password', 'in', 'the', 'question', 'showed', '', 'select', '', 'no', '', 'and', 'follow', 'the', 'steps', 'available', '', 'SCREEN_NAME', '', 'we', 'are', 'here', 'to', 'help', '', 'please', 'go', 'to', 'the', 'following', 'article', 'about', 'changing', 'the', 'password', 'in', 'the', 'question', 'showed', '', 'select', '', 'no', '', 'and', 'follow', 'the', 'steps', 'available', '']",neutral,1.0
2841,2019/01/21,"@BerejikSofia To make sure, from what country/region is your PSN account and in what country are you located? @BerejikSofia To make sure, from what country/region is your PSN account and in what country are you located?",neutral,"@BerejikSofia To make sure, from what country/region is your PSN account and in what country are you located?",2019/01/21,"['SCREEN_NAME', 'to', 'make', 'sure', '', 'from', 'what', 'countryregion', 'is', 'your', 'psn', 'account', 'and', 'in', 'what', 'country', 'are', 'you', 'located', '', 'SCREEN_NAME', 'to', 'make', 'sure', '', 'from', 'what', 'countryregion', 'is', 'your', 'psn', 'account', 'and', 'in', 'what', 'country', 'are', 'you', 'located', '']",positive,0.0
2842,2019/01/22,@CiaranB16 Glad to assist. Is your game a physical or a digital copy? @CiaranB16 Glad to assist. Is your game a physical or a digital copy?,neutral,@CiaranB16 Glad to assist. Is your game a physical or a digital copy?,2019/01/22,"['SCREEN_NAME', 'glad', 'to', 'assist', '', 'is', 'your', 'game', 'a', 'physical', 'or', 'a', 'digital', 'copy', '', 'SCREEN_NAME', 'glad', 'to', 'assist', '', 'is', 'your', 'game', 'a', 'physical', 'or', 'a', 'digital', 'copy', '']",neutral,1.0
