Date (EST),Contents,Post Title,Date_Ext,token_text,sentiment_py
2019/01/23,"@ForumsYz Hi, sorry to hear that! To help with this, I need to send you a DM. Please follow us if you haven't already. ^MM @ForumsYz Hi, sorry to hear that! To help with this, I need to send you a DM. Please follow us if you haven't already. ^MM","@ForumsYz Hi, sorry to hear that! To help with this, I need to send you a DM. Please follow us if you haven't already. ^MM",2019/01/23,"['SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'to', 'help', 'with', 'this', '', 'i', 'need', 'to', 'send', 'you', 'a', 'dm', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', '', 'mm', 'SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'to', 'help', 'with', 'this', '', 'i', 'need', 'to', 'send', 'you', 'a', 'dm', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', '', 'mm']",negative
2019/01/23,@Goatrodgers2 In this case we kindly ask you to follow us via Twitter so we can send you more information through your Direct Message. Let us know once you do. @Goatrodgers2 In this case we kindly ask you to follow us via Twitter so we can send you more information through your Direct Message. Let us know once you do.,@Goatrodgers2 In this case we kindly ask you to follow us via Twitter so we can send you more information through your Direct Message. Let us know once you do.,2019/01/23,"['SCREEN_NAME', 'in', 'this', 'case', 'we', 'kindly', 'ask', 'you', 'to', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'more', 'information', 'through', 'your', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'do', '', 'SCREEN_NAME', 'in', 'this', 'case', 'we', 'kindly', 'ask', 'you', 'to', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'more', 'information', 'through', 'your', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'do', '']",positive
2019/01/26,"@meme_quxxn In this case sadly this feature will not work for your account, we require accounts to be 5 years old. ^DK @meme_quxxn In this case sadly this feature will not work for your account, we require accounts to be 5 years old. ^DK","@meme_quxxn In this case sadly this feature will not work for your account, we require accounts to be 5 years old. ^DK",2019/01/26,"['SCREEN_NAME', 'in', 'this', 'case', 'sadly', 'this', 'feature', 'will', 'not', 'work', 'for', 'your', 'account', '', 'we', 'require', 'accounts', 'to', 'be', '5', 'years', 'old', '', 'dk', 'SCREEN_NAME', 'in', 'this', 'case', 'sadly', 'this', 'feature', 'will', 'not', 'work', 'for', 'your', 'account', '', 'we', 'require', 'accounts', 'to', 'be', '5', 'years', 'old', '', 'dk']",negative
2019/01/22,Revealing new gameplay for a Far Cry New Dawn expedition set in Arizona – book your travel now! https://t.co/9WDefTNIJh Revealing new gameplay for a Far Cry New Dawn expedition set in Arizona – book your travel now! https://t.co/9WDefTNIJh,Revealing new gameplay for a Far Cry New Dawn expedition set in Arizona – book your travel now! https://t.co/9WDefTNIJh,2019/01/22,"['revealing', 'new', 'gameplay', 'for', 'a', 'far', 'cry', 'new', 'dawn', 'expedition', 'set', 'in', 'arizona', '', 'book', 'your', 'travel', 'now', '', 'revealing', 'new', 'gameplay', 'for', 'a', 'far', 'cry', 'new', 'dawn', 'expedition', 'set', 'in', 'arizona', '', 'book', 'your', 'travel', 'now', '']",positive
2019/01/22,"@Nichollz993 Hello, I'm sorry to hear that! Have you visited our Fix & Replace Service? https://t.co/rdorV8SIIy. This is the best way to fix any problems you’re having with your controller, and you can arrange a replacement if it can’t be fixed. ^MM @Nichollz993 Hello, I'm sorry to hear that! Have you visited our Fix & Replace Service? https://t.co/rdorV8SIIy. This is the best way to fix any problems you’re having with your controller, and you can arrange a replacement if it can’t be fixed. ^MM","@Nichollz993 Hello, I'm sorry to hear that! Have you visited our Fix & Replace Service? https://t.co/rdorV8SIIy. This is the best way to fix any problems you’re having with your controller, and you can arrange a replacement if it can’t be fixed. ^MM",2019/01/22,"['SCREEN_NAME', 'hello', '', 'i', 'm', 'sorry', 'to', 'hear', 'that', '', 'have', 'you', 'visited', 'our', 'fix', '', 'replace', 'service', '', '', 'this', 'is', 'the', 'best', 'way', 'to', 'fix', 'any', 'problems', 'you', 're', 'having', 'with', 'your', 'controller', '', 'and', 'you', 'can', 'arrange', 'a', 'replacement', 'if', 'it', 'ca', 'nt', 'be', 'fixed', '', 'mm', 'SCREEN_NAME', 'hello', '', 'i', 'm', 'sorry', 'to', 'hear', 'that', '', 'have', 'you', 'visited', 'our', 'fix', '', 'replace', 'service', '', '', 'this', 'is', 'the', 'best', 'way', 'to', 'fix', 'any', 'problems', 'you', 're', 'having', 'with', 'your', 'controller', '', 'and', 'you', 'can', 'arrange', 'a', 'replacement', 'if', 'it', 'ca', 'nt', 'be', 'fixed', '', 'mm']",positive
2019/01/25,@eliteeagle123 Hi! Have you contacted PlayStation EU who make this feature and will be able to help with any issues that you are having. ^DK @eliteeagle123 Hi! Have you contacted PlayStation EU who make this feature and will be able to help with any issues that you are having. ^DK,@eliteeagle123 Hi! Have you contacted PlayStation EU who make this feature and will be able to help with any issues that you are having. ^DK,2019/01/25,"['SCREEN_NAME', 'hi', '', 'have', 'you', 'contacted', 'playstation', 'eu', 'who', 'make', 'this', 'feature', 'and', 'will', 'be', 'able', 'to', 'help', 'with', 'any', 'issues', 'that', 'you', 'are', 'having', '', 'dk', 'SCREEN_NAME', 'hi', '', 'have', 'you', 'contacted', 'playstation', 'eu', 'who', 'make', 'this', 'feature', 'and', 'will', 'be', 'able', 'to', 'help', 'with', 'any', 'issues', 'that', 'you', 'are', 'having', '', 'dk']",positive
2019/01/23,@Aielferno9 Sorry to hear that. We have sent you a Direct Message via Twitter with further instructions. @Aielferno9 Sorry to hear that. We have sent you a Direct Message via Twitter with further instructions.,@Aielferno9 Sorry to hear that. We have sent you a Direct Message via Twitter with further instructions.,2019/01/23,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', '']",negative
2019/01/22,"@Vikingane Hi, sorry to hear that! I'm afraid that it's not possible to transfer funds, content, or subscriptions from one account to another. ^NL @Vikingane Hi, sorry to hear that! I'm afraid that it's not possible to transfer funds, content, or subscriptions from one account to another. ^NL","@Vikingane Hi, sorry to hear that! I'm afraid that it's not possible to transfer funds, content, or subscriptions from one account to another. ^NL",2019/01/22,"['SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'i', 'm', 'afraid', 'that', 'it', 's', 'not', 'possible', 'to', 'transfer', 'funds', '', 'content', '', 'or', 'subscriptions', 'from', 'one', 'account', 'to', 'another', '', 'nl', 'SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'i', 'm', 'afraid', 'that', 'it', 's', 'not', 'possible', 'to', 'transfer', 'funds', '', 'content', '', 'or', 'subscriptions', 'from', 'one', 'account', 'to', 'another', '', 'nl']",negative
2019/01/26,PlayStation Now di Sony debutta in Italia https://t.co/PA3cMfSQST PlayStation Now di Sony debutta in Italia https://t.co/PA3cMfSQST,PlayStation Now di Sony debutta in Italia https://t.co/PA3cMfSQST,2019/01/26,"['playstation', 'now', 'di', 'sony', 'debutta', 'in', 'italia', 'playstation', 'now', 'di', 'sony', 'debutta', 'in', 'italia']",neutral
2019/01/25,@Prot0typePanda I need to send you a DM regarding this. Please follow us if you haven't already. ^NL @Prot0typePanda I need to send you a DM regarding this. Please follow us if you haven't already. ^NL,@Prot0typePanda I need to send you a DM regarding this. Please follow us if you haven't already. ^NL,2019/01/25,"['SCREEN_NAME', 'i', 'need', 'to', 'send', 'you', 'a', 'dm', 'regarding', 'this', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', '', 'nl', 'SCREEN_NAME', 'i', 'need', 'to', 'send', 'you', 'a', 'dm', 'regarding', 'this', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', '', 'nl']",neutral
2019/01/23,*HUGE PSNOW UPDATE* - Support is expanding ! (PSN News Update / PS4 News update): https://t.co/5iFKHqiFCi via @YouTube *HUGE PSNOW UPDATE* - Support is expanding ! (PSN News Update / PS4 News update): https://t.co/5iFKHqiFCi via @YouTube,*HUGE PSNOW UPDATE* - Support is expanding ! (PSN News Update / PS4 News update): https://t.co/5iFKHqiFCi via @YouTube,2019/01/23,"['', 'huge', 'psnow', 'update', '', 'support', 'is', 'expanding', '', '', 'psn', 'news', 'update', '', 'ps4', 'news', 'update', '', 'via', 'SCREEN_NAME', '', 'huge', 'psnow', 'update', '', 'support', 'is', 'expanding', '', '', 'psn', 'news', 'update', '', 'ps4', 'news', 'update', '', 'via', 'SCREEN_NAME']",positive
2019/01/24,"@RockstarGames Hey Mister! Announce RDR2 for PC already. I want to give my money for this game, but not be forced to buy a console for it. Or release the game on xbox anywhere/playstation now..... Anything!! Just dont make me buy a console for just this game :( @RockstarGames Hey Mister! Announce RDR2 for PC already.  I want to give my money for this game, but not be forced to buy a console for it. Or release the game on xbox anywhere/playstation now..... Anything!! Just dont make me buy a console for just this game :(","@RockstarGames Hey Mister! Announce RDR2 for PC already.  I want to give my money for this game, but not be forced to buy a console for it. Or release the game on xbox anywhere/playstation now..... Anything!! Just dont make me buy a console for just this game :(",2019/01/24,"['SCREEN_NAME', 'hey', 'mister', '', 'announce', 'rdr2', 'for', 'pc', 'already', '', 'i', 'want', 'to', 'give', 'my', 'money', 'for', 'this', 'game', '', 'but', 'not', 'be', 'forced', 'to', 'buy', 'a', 'console', 'for', 'it', '', 'or', 'release', 'the', 'game', 'on', 'xbox', 'anywhereplaystation', 'now', '', 'anything', '', '', 'just', 'do', 'nt', 'make', 'me', 'buy', 'a', 'console', 'for', 'just', 'this', 'game', 'SCREEN_NAME', 'hey', 'mister', '', 'announce', 'rdr2', 'for', 'pc', 'already', '', 'i', 'want', 'to', 'give', 'my', 'money', 'for', 'this', 'game', '', 'but', 'not', 'be', 'forced', 'to', 'buy', 'a', 'console', 'for', 'it', '', 'or', 'release', 'the', 'game', 'on', 'xbox', 'anywhereplaystation', 'now', '', 'anything', '', '', 'just', 'do', 'nt', 'make', 'me', 'buy', 'a', 'console', 'for', 'just', 'this', 'game']",negative
2019/01/23,@STEPHENislovely We'd like to clarify that the auto renewal feature is turn on every time a subscription is acquired and needs to be turn off in case you don't want it to renew. Here's how: https://t.co/BaSh2TfDjL @STEPHENislovely We'd like to clarify that the auto renewal feature is turn on every time a subscription is acquired and needs to be turn off in case you don't want it to renew. Here's how: https://t.co/BaSh2TfDjL,@STEPHENislovely We'd like to clarify that the auto renewal feature is turn on every time a subscription is acquired and needs to be turn off in case you don't want it to renew. Here's how: https://t.co/BaSh2TfDjL,2019/01/23,"['SCREEN_NAME', 'we', 'd', 'like', 'to', 'clarify', 'that', 'the', 'auto', 'renewal', 'feature', 'is', 'turn', 'on', 'every', 'time', 'a', 'subscription', 'is', 'acquired', 'and', 'needs', 'to', 'be', 'turn', 'off', 'in', 'case', 'you', 'do', 'nt', 'want', 'it', 'to', 'renew', '', 'here', 's', 'how', 'SCREEN_NAME', 'we', 'd', 'like', 'to', 'clarify', 'that', 'the', 'auto', 'renewal', 'feature', 'is', 'turn', 'on', 'every', 'time', 'a', 'subscription', 'is', 'acquired', 'and', 'needs', 'to', 'be', 'turn', 'off', 'in', 'case', 'you', 'do', 'nt', 'want', 'it', 'to', 'renew', '', 'here', 's', 'how']",neutral
2019/01/23,"PlayStation Now Expanding to Various European Countries, Public Beta Takes Place in February #Gamers #Gaming #Sony #PlayStation #PlayStation4 #PlayStationNow #EU #European #Sweden https://t.co/fREBoG6iIL PlayStation Now Expanding to Various European Countries, Public Beta Takes Place in February #Gamers #Gaming #Sony #PlayStation #PlayStation4 #PlayStationNow #EU #European #Sweden  https://t.co/fREBoG6iIL","PlayStation Now Expanding to Various European Countries, Public Beta Takes Place in February #Gamers #Gaming #Sony #PlayStation #PlayStation4 #PlayStationNow #EU #European #Sweden  https://t.co/fREBoG6iIL",2019/01/23,"['playstation', 'now', 'expanding', 'to', 'various', 'european', 'countries', '', 'public', 'beta', 'takes', 'place', 'in', 'february', '', 'gamers', '', 'gaming', '', 'sony', '', 'playstation', '', 'playstation4', '', 'playstationnow', '', 'eu', '', 'european', '', 'sweden', 'playstation', 'now', 'expanding', 'to', 'various', 'european', 'countries', '', 'public', 'beta', 'takes', 'place', 'in', 'february', '', 'gamers', '', 'gaming', '', 'sony', '', 'playstation', '', 'playstation4', '', 'playstationnow', '', 'eu', '', 'european', '', 'sweden']",neutral
2019/01/22,@cdubslug Hi Chris! You can update your billing information signing in here: https://t.co/68Uk36zbYR @cdubslug Hi Chris! You can update your billing information signing in here: https://t.co/68Uk36zbYR,@cdubslug Hi Chris! You can update your billing information signing in here: https://t.co/68Uk36zbYR,2019/01/22,"['SCREEN_NAME', 'hi', 'chris', '', 'you', 'can', 'update', 'your', 'billing', 'information', 'signing', 'in', 'here', 'SCREEN_NAME', 'hi', 'chris', '', 'you', 'can', 'update', 'your', 'billing', 'information', 'signing', 'in', 'here']",neutral
2019/01/25,"Details about the various ways you can turn the PS4 system on, off, and into rest mode: https://t.co/W3lLA2qneC https://t.co/1YgAk3hvI0 Details about the various ways you can turn the PS4 system on, off, and into rest mode: https://t.co/W3lLA2qneC https://t.co/1YgAk3hvI0","Details about the various ways you can turn the PS4 system on, off, and into rest mode: https://t.co/W3lLA2qneC https://t.co/1YgAk3hvI0",2019/01/25,"['details', 'about', 'the', 'various', 'ways', 'you', 'can', 'turn', 'the', 'ps4', 'system', 'on', '', 'off', '', 'and', 'into', 'rest', 'mode', 'details', 'about', 'the', 'various', 'ways', 'you', 'can', 'turn', 'the', 'ps4', 'system', 'on', '', 'off', '', 'and', 'into', 'rest', 'mode']",neutral
2019/01/23,"@Toxiic_YT_ Hello, I'm sorry to hear that! Have you tried a different HDMI cable? Please click to visit our Fix & Replace tool - https://t.co/rdorV8SIIy. It’s the best way to fix any problems you’re having, and you can even arrange a replacement if it can’t be fixed. ^MM @Toxiic_YT_ Hello, I'm sorry to hear that! Have you tried a different HDMI cable? Please click to visit our Fix & Replace tool - https://t.co/rdorV8SIIy. It’s the best way to fix any problems you’re having, and you can even arrange a replacement if it can’t be fixed. ^MM","@Toxiic_YT_ Hello, I'm sorry to hear that! Have you tried a different HDMI cable? Please click to visit our Fix & Replace tool - https://t.co/rdorV8SIIy. It’s the best way to fix any problems you’re having, and you can even arrange a replacement if it can’t be fixed. ^MM",2019/01/23,"['SCREEN_NAME', '', 'hello', '', 'i', 'm', 'sorry', 'to', 'hear', 'that', '', 'have', 'you', 'tried', 'a', 'different', 'hdmi', 'cable', '', 'please', 'click', 'to', 'visit', 'our', 'fix', '', 'replace', 'tool', '', 'it', 's', 'the', 'best', 'way', 'to', 'fix', 'any', 'problems', 'you', 're', 'having', '', 'and', 'you', 'can', 'even', 'arrange', 'a', 'replacement', 'if', 'it', 'ca', 'nt', 'be', 'fixed', '', 'mm', 'SCREEN_NAME', '', 'hello', '', 'i', 'm', 'sorry', 'to', 'hear', 'that', '', 'have', 'you', 'tried', 'a', 'different', 'hdmi', 'cable', '', 'please', 'click', 'to', 'visit', 'our', 'fix', '', 'replace', 'tool', '', 'it', 's', 'the', 'best', 'way', 'to', 'fix', 'any', 'problems', 'you', 're', 'having', '', 'and', 'you', 'can', 'even', 'arrange', 'a', 'replacement', 'if', 'it', 'ca', 'nt', 'be', 'fixed', '', 'mm']",positive
2019/01/25,@Youngblackboi2 Glad to help. Please try rebuilding the database. Follow the steps on the next article: https://t.co/OOaq76kzAA @Youngblackboi2 Glad to help. Please try rebuilding the database. Follow the steps on the next article: https://t.co/OOaq76kzAA,@Youngblackboi2 Glad to help. Please try rebuilding the database. Follow the steps on the next article: https://t.co/OOaq76kzAA,2019/01/25,"['SCREEN_NAME', 'glad', 'to', 'help', '', 'please', 'try', 'rebuilding', 'the', 'database', '', 'follow', 'the', 'steps', 'on', 'the', 'next', 'article', 'SCREEN_NAME', 'glad', 'to', 'help', '', 'please', 'try', 'rebuilding', 'the', 'database', '', 'follow', 'the', 'steps', 'on', 'the', 'next', 'article']",positive
2019/01/24,"@Mohamed11923426 Hi there, sorry to hear that! If you have reason to believe your account was compromised, follow the instructions on this page, under ""Has my account been compromised?"": https://t.co/yioO6gUocA. Let us know if you need more help. ^GA @Mohamed11923426 Hi there, sorry to hear that! If you have reason to believe your account was compromised, follow the instructions on this page, under ""Has my account been compromised?"": https://t.co/yioO6gUocA. Let us know if you need more help. ^GA","@Mohamed11923426 Hi there, sorry to hear that! If you have reason to believe your account was compromised, follow the instructions on this page, under ""Has my account been compromised?"": https://t.co/yioO6gUocA. Let us know if you need more help. ^GA",2019/01/24,"['SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'that', '', 'if', 'you', 'have', 'reason', 'to', 'believe', 'your', 'account', 'was', 'compromised', '', 'follow', 'the', 'instructions', 'on', 'this', 'page', '', 'under', '', 'has', 'my', 'account', 'been', 'compromised', '', '', 'let', 'us', 'know', 'if', 'you', 'need', 'more', 'help', '', 'ga', 'SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'that', '', 'if', 'you', 'have', 'reason', 'to', 'believe', 'your', 'account', 'was', 'compromised', '', 'follow', 'the', 'instructions', 'on', 'this', 'page', '', 'under', '', 'has', 'my', 'account', 'been', 'compromised', '', '', 'let', 'us', 'know', 'if', 'you', 'need', 'more', 'help', '', 'ga']",neutral
2019/01/21,If anything would make me switch over to the Xbox One it would be GamePass. The fact that ALL the games are downloadable and that the service is half the price of PSNow is really something. If anything would make me switch over to the Xbox One it would be GamePass. The fact that ALL the games are downloadable and that the service is half the price of PSNow is really something.,If anything would make me switch over to the Xbox One it would be GamePass. The fact that ALL the games are downloadable and that the service is half the price of PSNow is really something.,2019/01/21,"['if', 'anything', 'would', 'make', 'me', 'switch', 'over', 'to', 'the', 'xbox', 'one', 'it', 'would', 'be', 'gamepass', '', 'the', 'fact', 'that', 'all', 'the', 'games', 'are', 'downloadable', 'and', 'that', 'the', 'service', 'is', 'half', 'the', 'price', 'of', 'psnow', 'is', 'really', 'something', '', 'if', 'anything', 'would', 'make', 'me', 'switch', 'over', 'to', 'the', 'xbox', 'one', 'it', 'would', 'be', 'gamepass', '', 'the', 'fact', 'that', 'all', 'the', 'games', 'are', 'downloadable', 'and', 'that', 'the', 'service', 'is', 'half', 'the', 'price', 'of', 'psnow', 'is', 'really', 'something', '']",positive
2019/01/24,"@mapplebeck_liam Ok, if you go to [Settings > Storage], do you see Extended Storage listed there? Are you able to move games from it to the console? ^NL @mapplebeck_liam Ok, if you go to [Settings > Storage], do you see Extended Storage listed there? Are you able to move games from it to the console? ^NL","@mapplebeck_liam Ok, if you go to [Settings > Storage], do you see Extended Storage listed there? Are you able to move games from it to the console? ^NL",2019/01/24,"['SCREEN_NAME', 'ok', '', 'if', 'you', 'go', 'to', '', 'settings', '', 'storage', '', '', 'do', 'you', 'see', 'extended', 'storage', 'listed', 'there', '', 'are', 'you', 'able', 'to', 'move', 'games', 'from', 'it', 'to', 'the', 'console', '', 'nl', 'SCREEN_NAME', 'ok', '', 'if', 'you', 'go', 'to', '', 'settings', '', 'storage', '', '', 'do', 'you', 'see', 'extended', 'storage', 'listed', 'there', '', 'are', 'you', 'able', 'to', 'move', 'games', 'from', 'it', 'to', 'the', 'console', '', 'nl']",positive
2019/01/23,PlayStation Now sta per arrivare in Italia 🎮 https://t.co/I8y3pWa1OD PlayStation Now sta per arrivare in Italia 🎮 https://t.co/I8y3pWa1OD,PlayStation Now sta per arrivare in Italia 🎮 https://t.co/I8y3pWa1OD,2019/01/23,"['playstation', 'now', 'sta', 'per', 'arrivare', 'in', 'italia', '', 'playstation', 'now', 'sta', 'per', 'arrivare', 'in', 'italia', '']",neutral
2019/01/25,@IsaacA51425 Glad to hear that! We are here to help you out whenever you need our assistance! @IsaacA51425 Glad to hear that! We are here to help you out whenever you need our assistance!,@IsaacA51425 Glad to hear that! We are here to help you out whenever you need our assistance!,2019/01/25,"['SCREEN_NAME', 'glad', 'to', 'hear', 'that', '', 'we', 'are', 'here', 'to', 'help', 'you', 'out', 'whenever', 'you', 'need', 'our', 'assistance', '', 'SCREEN_NAME', 'glad', 'to', 'hear', 'that', '', 'we', 'are', 'here', 'to', 'help', 'you', 'out', 'whenever', 'you', 'need', 'our', 'assistance', '']",positive
2019/01/21,"@becca_overton Ok, can you let me know what that one is as well? ^NL @becca_overton Ok, can you let me know what that one is as well? ^NL","@becca_overton Ok, can you let me know what that one is as well? ^NL",2019/01/21,"['SCREEN_NAME', 'ok', '', 'can', 'you', 'let', 'me', 'know', 'what', 'that', 'one', 'is', 'as', 'well', '', 'nl', 'SCREEN_NAME', 'ok', '', 'can', 'you', 'let', 'me', 'know', 'what', 'that', 'one', 'is', 'as', 'well', '', 'nl']",positive
2019/01/22,"@idranim Hey there. Please follow us on Twitter if you don't yet, so we can send you a DM. Let us know once you do! Thanks. @idranim Hey there. Please follow us on Twitter if you don't yet, so we can send you a DM. Let us know once you do! Thanks.","@idranim Hey there. Please follow us on Twitter if you don't yet, so we can send you a DM. Let us know once you do! Thanks.",2019/01/22,"['SCREEN_NAME', 'hey', 'there', '', 'please', 'follow', 'us', 'on', 'twitter', 'if', 'you', 'do', 'nt', 'yet', '', 'so', 'we', 'can', 'send', 'you', 'a', 'dm', '', 'let', 'us', 'know', 'once', 'you', 'do', '', 'thanks', '', 'SCREEN_NAME', 'hey', 'there', '', 'please', 'follow', 'us', 'on', 'twitter', 'if', 'you', 'do', 'nt', 'yet', '', 'so', 'we', 'can', 'send', 'you', 'a', 'dm', '', 'let', 'us', 'know', 'once', 'you', 'do', '', 'thanks', '']",positive
2019/01/22,@TECHBOY2002YT We have sent you a Direct Message via Twitter with further instructions. @TECHBOY2002YT We have sent you a Direct Message via Twitter with further instructions.,@TECHBOY2002YT We have sent you a Direct Message via Twitter with further instructions.,2019/01/22,"['SCREEN_NAME', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', '', 'SCREEN_NAME', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', '']",positive
2019/01/25,"@dwhite_26 Hello, glad to assist you! Can you please provide us more details of your problem? @dwhite_26 Hello, glad to assist you! Can you please provide us more details of your problem?","@dwhite_26 Hello, glad to assist you! Can you please provide us more details of your problem?",2019/01/25,"['SCREEN_NAME', 'hello', '', 'glad', 'to', 'assist', 'you', '', 'can', 'you', 'please', 'provide', 'us', 'more', 'details', 'of', 'your', 'problem', '', 'SCREEN_NAME', 'hello', '', 'glad', 'to', 'assist', 'you', '', 'can', 'you', 'please', 'provide', 'us', 'more', 'details', 'of', 'your', 'problem', '']",positive
2019/01/23,@EazyStealth This would help us establish if this could work on another device. ^NJ @EazyStealth This would help us establish if this could work on another device. ^NJ,@EazyStealth This would help us establish if this could work on another device. ^NJ,2019/01/23,"['SCREEN_NAME', 'this', 'would', 'help', 'us', 'establish', 'if', 'this', 'could', 'work', 'on', 'another', 'device', '', 'nj', 'SCREEN_NAME', 'this', 'would', 'help', 'us', 'establish', 'if', 'this', 'could', 'work', 'on', 'another', 'device', '', 'nj']",neutral
2019/01/25,@fuckmuses @LaurenJauregui We do too. @fuckmuses @LaurenJauregui We do too.,@fuckmuses @LaurenJauregui We do too.,2019/01/25,"['SCREEN_NAME', 'SCREEN_NAME', 'we', 'do', 'too', '', 'SCREEN_NAME', 'SCREEN_NAME', 'we', 'do', 'too', '']",neutral
2019/01/21,"@MatthewMoke15 For further investigation please discuss this topic in our Community forums, here: https://t.co/PfH8iEQKb8 @MatthewMoke15 For further investigation please discuss this topic in our Community forums, here:  https://t.co/PfH8iEQKb8","@MatthewMoke15 For further investigation please discuss this topic in our Community forums, here:  https://t.co/PfH8iEQKb8",2019/01/21,"['SCREEN_NAME', 'for', 'further', 'investigation', 'please', 'discuss', 'this', 'topic', 'in', 'our', 'community', 'forums', '', 'here', 'SCREEN_NAME', 'for', 'further', 'investigation', 'please', 'discuss', 'this', 'topic', 'in', 'our', 'community', 'forums', '', 'here']",neutral
2019/01/24,PlayStation Now game streaming expands throughout Europe https://t.co/D3AyHkwFdv https://t.co/h6jCZ2tRJo PlayStation Now game streaming expands throughout Europe https://t.co/D3AyHkwFdv https://t.co/h6jCZ2tRJo,PlayStation Now game streaming expands throughout Europe https://t.co/D3AyHkwFdv https://t.co/h6jCZ2tRJo,2019/01/24,"['playstation', 'now', 'game', 'streaming', 'expands', 'throughout', 'europe', 'playstation', 'now', 'game', 'streaming', 'expands', 'throughout', 'europe']",negative
2019/01/23,@ImWeirdLoser We are glad to clarify. More info about banned accounts and our TOS can be found here: https://t.co/YFJ2ZgLlo6 Specific details of why your account got banned should be shared in an email. Please check the Junk/ Spam folders. @ImWeirdLoser We are glad to clarify. More info about banned accounts and our TOS can be found here: https://t.co/YFJ2ZgLlo6 Specific details of why your account got banned should be shared in an email. Please check the Junk/ Spam folders.,@ImWeirdLoser We are glad to clarify. More info about banned accounts and our TOS can be found here: https://t.co/YFJ2ZgLlo6 Specific details of why your account got banned should be shared in an email. Please check the Junk/ Spam folders.,2019/01/23,"['SCREEN_NAME', 'we', 'are', 'glad', 'to', 'clarify', '', 'more', 'info', 'about', 'banned', 'accounts', 'and', 'our', 'tos', 'can', 'be', 'found', 'here', 'specific', 'details', 'of', 'why', 'your', 'account', 'got', 'banned', 'should', 'be', 'shared', 'in', 'an', 'email', '', 'please', 'check', 'the', 'junk', 'spam', 'folders', '', 'SCREEN_NAME', 'we', 'are', 'glad', 'to', 'clarify', '', 'more', 'info', 'about', 'banned', 'accounts', 'and', 'our', 'tos', 'can', 'be', 'found', 'here', 'specific', 'details', 'of', 'why', 'your', 'account', 'got', 'banned', 'should', 'be', 'shared', 'in', 'an', 'email', '', 'please', 'check', 'the', 'junk', 'spam', 'folders', '']",positive
2019/01/24,@PlayStationAU Live footage from London right now: https://t.co/HeiWWse2ZD @PlayStationAU Live footage from London right now: https://t.co/HeiWWse2ZD,@PlayStationAU Live footage from London right now: https://t.co/HeiWWse2ZD,2019/01/24,"['SCREEN_NAME', 'live', 'footage', 'from', 'london', 'right', 'now', 'SCREEN_NAME', 'live', 'footage', 'from', 'london', 'right', 'now']",positive
2019/01/24,"@RyanJon91252542 Ok, do you receive messages, or there's a problem with them as well? ^NL @RyanJon91252542 Ok, do you receive messages, or there's a problem with them as well? ^NL","@RyanJon91252542 Ok, do you receive messages, or there's a problem with them as well? ^NL",2019/01/24,"['SCREEN_NAME', 'ok', '', 'do', 'you', 'receive', 'messages', '', 'or', 'there', 's', 'a', 'problem', 'with', 'them', 'as', 'well', '', 'nl', 'SCREEN_NAME', 'ok', '', 'do', 'you', 'receive', 'messages', '', 'or', 'there', 's', 'a', 'problem', 'with', 'them', 'as', 'well', '', 'nl']",positive
